x,y
5.46909121493,3.65831455054
6.24399751897,4.6518660005
11.9393655952,8.66973344476
8.52416258915,6.24756150915
8.89702338462,7.13813722492
16.8527479783,9.81615287509
5.12258589323,4.81469456353
9.29378621163,6.86612411811
16.6182834444,9.91320896437
0.376203304567,2.76875898896
18.3025798816,11.6602996366
18.8850447168,11.2240658232
9.21663233637,6.29871794735
0.285585098287,0.9055096363
19.9039084984,12.4497892567
17.1017938475,10.6665441414
7.01397411744,4.85656936389
13.4763813827,9.43891304687
13.8194485475,7.99514409013
17.7709807629,10.0785620718
14.5344667604,8.35638761148
3.81911457211,2.88931333213
4.75512067447,4.87845401612
2.30403807661,2.00759735468
4.01844870403,4.50206899032
4.95014123812,4.98977708793
12.1749843244,7.84406760294
1.00493251392,1.61317135061
5.88417183454,5.4335094634
2.95015418624,3.26689075391
0.815394785608,1.86964199748
11.5124929714,6.87829615926
5.07988438447,3.52394873016
18.9506341397,12.1610556679
14.0781946513,9.72896109016
10.1047773813,7.58107184465
15.3570300543,9.79143455124
14.213832957,8.59656350562
18.440518726,10.9078515151
6.15695804009,4.56461742067
19.8474076636,11.0620506677
1.60712971714,3.01355459023
8.50476413781,6.54333540933
2.78847625317,2.99525448206
10.7487896892,7.27056233691
10.758790828,6.67702242045
16.8775195622,9.47107688174
11.738430856,7.34738176682
18.7502080278,10.6030040231
3.79858671073,4.29378758741
8.14941577349,5.48157015399
16.8241294312,9.77309686213
13.1124729017,7.42632801309
1.3195443784,1.66757989788
9.46445972937,6.70137253635
7.65198048086,5.25328003368
8.85126067594,6.40258324639
18.065375306,10.7531056779
14.8515683391,9.78960086344
1.17090203688,2.19297570323
9.66374362501,6.00739564811
17.9109466075,9.93845939907
0.766221352361,1.22099849951
17.021190746,10.1891268364
1.83326191556,3.29760653445
12.9773734605,7.3097158619
0.774690279621,1.72353330343
6.6316322551,4.96091639789
1.97797583626,3.53964148693
13.3811225415,8.22732558491
0.662276349326,1.10328315323
13.7179114442,8.60863508548
10.7989733488,6.18392552787
8.88021445185,6.68997707695
17.5681359551,10.4828914357
19.5372715955,11.3547973255
0.965170322765,1.34486865898
14.0197690308,9.74162811944
7.48386019228,6.11391896541
2.94644861078,2.26160658194
6.8941689619,4.47474944983
15.378185071,9.83731065602
2.91398206071,2.27288851549
11.1344576427,7.78841516946
0.965268570698,2.77241982418
3.3489047823,3.444542894
3.81602188183,2.70971442162
4.33983810986,3.1384420916
5.14197630229,3.68646611807
13.2602846214,8.95267827574
5.82001642545,5.4841212092
19.8227217445,10.6716589066
1.45551338777,1.79170167003
9.96910571423,7.42011801247
11.7991567786,7.6796173577
0.461864081581,1.54366921074
9.20463785939,7.20779981824
17.7879759677,10.2135584865
17.0136525285,10.9964600684
0.23409609886,2.77350033992
